,Term,Documents
3260,corp,"['004', '008', '015', '016', '018', '021', '021', '022', '027', '035', '044', '045', '053', '067', '070', '070', '071', '073', '074', '074', '078', '085', '087', '089', '091', '091', '092', '095', '100', '105', '105', '112', '113', '113', '115', '119', '119', '123', '123', '124', '125', '139', '140', '141', '142', '146', '147', '152', '153', '161', '161', '163', '166', '171', '171', '173', '176', '178', '179', '179', '181', '185', '185', '187', '188', '188', '189', '190', '193', '194', '194', '196', '197', '206', '206', '206', '209', '211', '212', '214', '216', '217', '219', '221', '223', '225', '228', '229', '229', '231', '231', '233', '233', '237', '239', '239', '242', '243', '243', '244', '246', '246', '246', '246', '248', '253', '258', '258', '260', '261', '261', '264', '265', '265', '265', '265', '279', '286', '291', '293', '295', '301', '304', '304', '304', '305', '305', '305', '307', '307', '309', '310', '318', '320', '320', '321', '325', '333', '333', '335', '337', '338', '339', '341', '342', '345', '352', '356', '357', '359', '359', '360', '361', '368', '369', '372', '376', '376', '376', '380', '380', '389', '389', '389', '391', '394', '395', '395', '403', '403', '406', '407', '408', '409', '414', '418', '419', '420', '426', '428', '429', '430', '439', '439', '441', '441', '445', '456', '457', '458', '469', '469', '475', '476', '476', '477', '477', '479', '479', '488', '488', '491', '491', '493']"
3261,corpor,"['019', '023', '057', '109', '117', '127', '129', '130', '134', '152', '158', '241', '243', '264', '304', '305', '306', '323', '373', '377', '418', '476', '477']"
3262,corpror,['465']
3263,correct,"['097', '418', '418']"
3264,correspond,"['056', '175']"
3265,corrug,['268']
3266,corsica,['305']
3267,cost,"['010', '061', '061', '078', '107', '135', '140', '142', '205', '207', '227', '227', '228', '234', '234', '234', '234', '234', '234', '261', '262', '262', '262', '268', '282', '304', '342', '349', '349', '350', '350', '376', '383', '399', '406', '425', '445', '445', '445', '445', '445', '445', '448', '451', '493']"
3268,cost cut,['376']
3269,costli,['234']
3270,cote,['355']
3271,cotton,"['094', '094', '094', '094', '094', '306', '306', '306', '306', '306', '306', '432', '432', '432', '432', '432']"
3272,could,"['004', '016', '026', '028', '032', '032', '045', '045', '045', '045', '045', '054', '055', '055', '060', '060', '078', '097', '097', '098', '098', '098', '098', '098', '114', '123', '123', '123', '127', '131', '131', '133', '149', '150', '150', '150', '150', '195', '197', '201', '201', '202', '202', '208', '208', '218', '234', '242', '242', '246', '254', '255', '255', '265', '265', '265', '266', '268', '269', '316', '340', '349', '349', '349', '376', '376', '383', '383', '388', '399', '409', '431', '433', '438', '451', '454', '454', '463', '469', '492', '494', '494', '495', '495', '495', '495', '496', '497']"
3273,council,"['375', '431', '494']"
3274,counsellor,['230']
3275,count,['305']
3276,counter,"['387', '449']"
3277,counteract,['218']
3278,counterpart,['497']
3279,counti,"['003', '317', '419']"
3280,countri,"['028', '032', '042', '047', '055', '060', '070', '097', '123', '123', '123', '132', '134', '134', '136', '148', '158', '207', '209', '218', '218', '218', '218', '229', '230', '235', '235', '254', '254', '254', '255', '269', '269', '269', '284', '288', '302', '302', '311', '311', '314', '316', '316', '318', '322', '340', '340', '340', '340', '376', '376', '376', '376', '383', '383', '386', '386', '426', '431', '437', '437', '447', '448', '459', '459', '463', '463', '463', '463', '463', '482', '482', '482', '492', '492', '498', '498', '498']"
3281,coupl,"['054', '123', '208', '284', '376']"
3282,coupon,"['143', '169', '169', '239', '239', '239', '239', '246', '359', '397', '397']"
3283,courier,['217']
3284,cours,"['133', '150', '153', '269']"
3285,court,"['044', '117', '242', '242', '242', '242', '266', '266', '354', '354', '354', '428', '458']"
3286,cover,"['005', '007', '019', '047', '057', '057', '063', '063', '101', '109', '113', '122', '129', '133', '152', '171', '183', '185', '188', '246', '318', '354', '354', '395', '405', '407', '436', '476', '484', '484']"
3287,coverag,"['057', '147']"
3288,covert,"['001', '495']"
3289,cowpox,['131']
3290,cpb,"['262', '262', '262', '262', '262', '262', '262', '262', '262', '262', '262', '262', '262', '262']"
3291,cpml,['010']
3292,cpq,['321']
3293,craig,"['133', '340']"
3294,crandal,"['488', '488', '488']"
3295,crane,"['381', '381', '381']"
3296,cranston,"['032', '032', '032', '055', '055', '055']"
3297,crash,"['207', '448']"
3298,creat,"['003', '057', '098', '133', '153', '268', '298', '379', '434', '457', '469']"
3299,creation,['496']
3300,credenc,['028']
3301,credenti,['028']
3302,credit,"['013', '019', '020', '020', '054', '057', '057', '057', '057', '097', '097', '103', '103', '109', '152', '162', '162', '167', '169', '194', '194', '204', '204', '204', '204', '204', '204', '204', '221', '265', '265', '268', '301', '301', '301', '306', '308', '323', '323', '323', '323', '323', '362', '362', '387', '395', '395', '399', '447', '447', '447', '447', '449', '482', '492', '494', '494', '494', '494', '494', '494', '494', '494', '494', '494', '494']"
3303,creditor,"['004', '008', '016', '060', '060', '138', '210', '235', '235', '235', '302', '302', '307', '314', '314', '314', '492', '492']"
3304,creek,['434']
3305,crept,['284']
3306,crg,['293']
3307,crimin,['191']
3308,crisi,"['043', '047', '207', '207', '437', '448', '448', '495']"
3309,criterion,['254']
3310,critic,"['028', '028', '028', '032', '032', '043', '055', '055', '292', '463', '495', '495', '495', '495']"
3311,criticis,"['272', '312']"
3312,crk,['251']
3313,crop,"['001', '001', '001', '001', '001', '006', '249', '249', '317', '317', '433', '433', '433', '433', '433', '438', '438', '484', '484']"
3314,cropland,['122']
3315,crosbi,"['263', '419', '419']"
3316,cross,['314']
3317,crowd,['078']
3318,crowley,"['044', '408']"
3319,crown,"['402', '402', '402', '402', '402', '402', '402', '402', '402', '402', '405', '405', '405', '405', '440', '440', '440', '446', '452', '452', '452']"
3320,crucial,"['028', '196', '265', '277']"
3321,crude,"['133', '133', '178', '178', '178', '195', '256', '256', '284', '303', '314', '316', '334', '334', '334', '334', '383', '383', '383', '383', '399', '399', '399', '425', '425', '425']"
3322,crumbl,['047']
3323,crush,"['069', '069', '069', '276', '276', '276']"
3324,cruzado,"['001', '047', '437', '437', '437', '437', '437']"
3325,csbk,['360']
3326,csel,['226']
3327,csp,"['084', '142']"
3328,ct,"['011', '011', '012', '013', '013', '013', '013', '013', '013', '013', '014', '018', '018', '018', '018', '022', '023', '023', '023', '024', '024', '024', '024', '024', '024', '027', '027', '027', '036', '036', '037', '037', '037', '037', '037', '037', '038', '038', '041', '041', '041', '041', '041', '041', '050', '050', '050', '053', '053', '056', '056', '065', '065', '066', '066', '066', '071', '071', '074', '074', '082', '082', '084', '084', '085', '085', '086', '086', '086', '086', '090', '092', '092', '092', '094', '094', '096', '096', '101', '101', '101', '115', '115', '115', '115', '120', '120', '120', '120', '140', '140', '140', '140', '140', '146', '159', '159', '159', '159', '164', '168', '168', '168', '168', '168', '168', '168', '168', '168', '177', '180', '181', '181', '182', '182', '184', '184', '184', '186', '186', '189', '189', '192', '192', '192', '192', '197', '197', '199', '199', '199', '213', '219', '219', '221', '221', '223', '223', '225', '225', '226', '236', '236', '236', '236', '237', '237', '240', '240', '245', '245', '245', '245', '250', '250', '250', '250', '253', '253', '257', '257', '257', '257', '275', '275', '280', '280', '280', '280', '291', '291', '293', '293', '293', '294', '294', '295', '299', '299', '299', '300', '300', '309', '309', '309', '335', '335', '335', '335', '336', '336', '336', '336', '336', '336', '337', '337', '341', '341', '341', '341', '358', '358', '358', '363', '363', '365', '365', '365', '366', '366', '366', '369', '369', '370', '370', '370', '370', '393', '411', '411', '413', '413', '414', '414', '415', '415', '415', '415', '417', '417', '417', '417', '423', '464', '464', '474', '474', '474', '478', '478', '480', '480', '481', '481', '485', '485', '485', '485', '486', '500', '500']"
3329,ctc,['391']
3330,ctu,['139']
3331,ctyn,['237']
3332,cubic,"['151', '194', '194', '194', '293']"
3333,culpabl,['458']
3334,cumul,"['001', '015', '046', '046', '129', '269', '323', '377', '476', '482', '483']"
3335,curb,"['031', '061', '061', '202', '230', '230', '230', '340', '375', '375']"
3336,currenc,"['001', '001', '003', '047', '114', '116', '207', '207', '207', '207', '218', '218', '218', '218', '227', '268', '268', '269', '269', '315', '332', '372', '376', '399', '399', '405', '448', '448', '448', '448']"
3337,currency link,['377']
3338,current,"['001', '004', '010', '012', '016', '051', '061', '073', '078', '123', '123', '130', '138', '149', '151', '207', '207', '208', '208', '208', '219', '235', '242', '256', '264', '268', '269', '269', '269', '292', '292', '302', '306', '322', '325', '330', '340', '348', '353', '363', '376', '376', '386', '396', '399', '428', '435', '436', '438', '448', '448', '448', '454', '463', '467', '469', '470', '493', '493', '493', '493']"
3339,curtail,['454']
3340,cushion,['454']
3341,custom,"['017', '020', '045', '045', '046', '068', '265', '349', '376', '376', '445', '445', '475', '475', '482', '493']"
3342,cut,"['022', '091', '116', '123', '126', '135', '144', '145', '145', '145', '155', '155', '155', '155', '155', '169', '169', '178', '178', '178', '201', '207', '208', '208', '208', '208', '208', '208', '208', '210', '211', '243', '254', '254', '259', '262', '262', '266', '272', '272', '272', '272', '292', '305', '307', '314', '317', '328', '328', '328', '340', '349', '349', '349', '349', '349', '375', '375', '383', '435', '435', '436', '436', '448', '451', '454', '454', '454', '457', '462', '463']"
3343,cwt,"['005', '005']"
3344,cycl,"['113', '285']"
3345,cyclop,"['091', '091', '091']"
3346,cyl,['091']
3347,cyru,['123']
3348,czechoslovakia,"['484', '484']"
3349,d cal,"['032', '055']"
3350,d conn,['020']
3351,d ill,['061']
3352,d tex,['061']
3353,d'electricit,['153']
3354,daewoo,"['491', '491', '491']"
3355,dahl,['236']
3356,dahlberg,['236']
3357,dai ichi,"['169', '169']"
3358,daili,"['049', '078', '078', '078', '078', '078', '078', '078', '078', '097', '097', '126', '318', '371', '371', '376', '451']"
3359,dairi,"['018', '272', '272', '272', '272', '454']"
3360,dakota,['122']
3361,dalton,"['125', '445']"
3362,damag,"['028', '121', '121', '121', '205', '256', '264', '316', '316', '317', '354', '379', '383', '383', '428', '428', '438']"
3363,dan,['061']
3364,danger,['419']
3365,danial,['306']
3366,daniel,"['004', '016', '032', '055', '113', '248', '284', '292', '493']"
3367,dar,"['158', '158', '322']"
3368,data,"['046', '054', '054', '054', '079', '080', '094', '133', '133', '195', '208', '265', '265', '265', '265', '265', '265', '265', '265', '265', '265', '265', '265', '265', '348', '348', '348', '351', '351', '391', '433']"
3369,date,"['103', '103', '122', '150', '153', '222', '227', '242', '249', '261', '296', '306', '306', '306', '471', '472']"
3370,davi,"['161', '330']"
3371,david,"['054', '292', '302', '494']"
3372,day,"['017', '049', '060', '062', '062', '078', '081', '097', '097', '097', '117', '123', '139', '139', '141', '156', '156', '157', '178', '188', '188', '256', '256', '268', '273', '305', '306', '306', '314', '316', '318', '344', '364', '364', '377', '377', '378', '383', '383', '383', '386', '388', '399', '441', '498']"
3373,day long,['497']
3374,dc,['304']
3375,dd,"['039', '354']"
3376,de,"['032', '055', '078', '153', '153', '154', '154', '205', '248', '256', '266', '383', '397', '399', '437', '437', '441', '471', '492']"
3377,de centr,['494']
3378,de licens,"['032', '055']"
3379,dead,['317']
3380,deal,"['020', '026', '026', '028', '028', '028', '067', '095', '123', '123', '127', '153', '209', '215', '230', '255', '255', '255', '256', '324', '324', '355', '355', '359', '441', '454', '454', '459', '488']"
3381,dealer,"['059', '107', '116', '150', '208', '248', '248', '248', '273', '283', '320', '435']"
3382,dealt,['095']
3383,deaminas,"['277', '277']"
3384,dean,"['018', '018', '018', '018', '018', '054', '133', '490']"
3385,death,['495']
3386,debentur,"['083', '083', '083', '083', '083', '083', '103', '103', '103', '103', '103', '104', '171', '183', '196', '196', '289', '289', '295', '295', '296', '296', '296', '307', '307', '307', '359', '359', '359', '359', '466', '466', '466']"
3387,debenur,['295']
3388,debetur,['196']
3389,debit,['140']
3390,debra,['045']
3391,debt,"['004', '004', '004', '004', '004', '004', '008', '008', '008', '016', '016', '016', '016', '016', '016', '026', '026', '047', '060', '060', '060', '060', '063', '123', '123', '123', '123', '123', '130', '133', '133', '133', '134', '138', '138', '138', '138', '138', '138', '138', '183', '185', '185', '195', '195', '195', '195', '196', '207', '210', '210', '210', '210', '210', '227', '227', '235', '235', '235', '235', '235', '235', '241', '284', '284', '297', '301', '302', '302', '302', '304', '304', '304', '304', '304', '304', '307', '307', '311', '311', '311', '311', '314', '314', '314', '314', '314', '333', '377', '377', '377', '377', '377', '383', '396', '404', '437', '448', '463', '465', '492', '492', '492', '498', '498', '498']"
3392,debt reschedul,['026']
3393,debtor,"['026', '060', '235']"
3394,dec,"['001', '001', '001', '159', '293', '384']"
3395,decad,['376']
3396,deceler,['496']
3397,decemb,"['018', '028', '029', '029', '046', '048', '054', '054', '054', '054', '054', '082', '093', '093', '093', '101', '153', '180', '195', '196', '204', '204', '207', '207', '207', '207', '208', '240', '255', '259', '281', '281', '292', '323', '336', '343', '343', '343', '343', '343', '343', '343', '367', '410', '448', '448', '448', '448', '454']"
3398,decid,"['078', '154', '226', '254', '260', '266', '266', '497', '497']"
3399,decis,"['078', '118', '123', '148', '202', '207', '223', '235', '242', '260', '261', '268', '276', '349', '349', '422', '437', '448', '451']"
3400,declar,"['023', '043', '060', '075', '081', '101', '146', '187', '294', '295', '373', '423', '464']"
3401,declin,"['012', '023', '026', '054', '054', '054', '054', '054', '056', '079', '132', '143', '180', '204', '207', '208', '227', '235', '239', '243', '255', '262', '267', '267', '268', '269', '281', '281', '284', '305', '305', '313', '315', '315', '315', '343', '367', '376', '377', '377', '377', '392', '425', '426', '448', '493', '496']"
3402,decontrol,"['032', '055']"
3403,decre,['451']
3404,decreas,"['234', '249', '399']"
3405,dedic,['379']
3406,deduct,"['061', '061', '061', '271']"
3407,deem,['292']
3408,deep,"['156', '382', '492']"
3409,deepli,['191']
3410,default,"['196', '307']"
3411,defeat,['198']
3412,defenc,"['154', '202', '202', '276', '376', '376', '376', '376', '376', '376', '383', '431']"
3413,defend,"['208', '218', '264', '264']"
3414,defens,"['028', '032', '054', '054', '055', '072', '072', '219', '429', '495']"
3415,defer,"['140', '155', '314', '314']"
3416,deferr,"['235', '314']"
3417,defiant,['437']
3418,defici,['277']
3419,deficit,"['097', '097', '155', '155', '155', '155', '207', '207', '207', '218', '218', '230', '254', '254', '255', '255', '262', '262', '284', '284', '327', '340', '375', '405', '405', '405', '448', '448', '448', '463']"
3420,definit,"['054', '078', '188', '202', '208', '311', '346', '388', '409', '441', '465']"
3421,deflat,['262']
3422,deflect,['259']
3423,defraud,"['117', '149']"
3424,degre,"['379', '484', '484', '484']"
